Original Name,Test Case Name,Test Type,Label,Bridger Score
NARIA GENERAL TRADING LLC,"ZAZUETA URREA, Epifanio",Non-Match,Not Match,0
"KNEZEVIC, Dusan",OPEN JOINT STOCK COMPANY ILYUSHIN AVIATION COMPLEX,Non-Match,Not Match,0
"WEI, Hsueh Kang",COMERCIALIZADORA INTERNACIONAL AGRICOLA Y GANADERA RINCON CASTILLO LIMITADA,Non-Match,Not Match,0
"SHIRINKAR, Mohammad Bagher","GHASEMI, Morteza",Non-Match,Not Match,0
RAK WON 2,"ZHENG, Fujing",Non-Match,Not Match,0
"DIAB, Ali Adel",YK-AYC,Non-Match,Not Match,0
AL CARDINAL INVESTMENTS CO. LTD,"ARECHIGA GAMBOA, Jose Rodrigo",Non-Match,Not Match,0
"BAKHTIARI, Mashallah","GAYEVOY, Aleksandr Andreyevich",Non-Match,Not Match,0
"KHINE, Oo Oo","RUIZ TLAPANCO, Sergio Enrique",Non-Match,Not Match,0
"VARON CADENA, Ingrid Edith",JOINT STOCK COMPANY PRODUCTION ASSOCIATION SEVER,Non-Match,Not Match,0
"GURULEV, Andrey Viktorovich","KIM, Su-Kwang",Non-Match,Not Match,0
"ABDIKADIR, Abdikadir Mohamed",JSC NOVOSIBIRSK AIRCRAFT PRODUCTION ASSOCIATION PLANT NAMED AFTER V.P. CHKALOV,Non-Match,Not Match,0
LIMITED LIABILITY COMPANY OSTOZHENKA 19,SINISA NEDELJKOVIC I.B.,Non-Match,Not Match,0
"CHAHINE, Mireille","BATARJEE, Adel Abdul Jalil Ibrahim",Non-Match,Not Match,0
"SHAABAN, Bouthaina",SANOVERA PHARM COMPANY SARL,Non-Match,Not Match,0
"AL-SHAMMAT, Kinda","AL-HASAN, Suhayl Hasan",Non-Match,Not Match,0
DANDONG HONGXIANG INDUSTRIAL DEVELOPMENT CO LTD,"AMIDI, Reza",Non-Match,Not Match,0
PETROCHEMICAL INDUSTRIES DEVELOPMENT MANAGEMENT COMPANY,"ELOSTA, Abdelrazag Elsharif",Non-Match,Not Match,0
IMPULSE INTERNATIONAL S.A.L. OFFSHORE,DELICE,Non-Match,Not Match,0
ELLISSA SHIPPING,"PENA MENDOZA, Sergio",Non-Match,Not Match,0
"KHAZEIN, Mahmoud","LOPEZ, Jose Francisco",Non-Match,Not Match,0
"MONTANO ALVAREZ, Luis Hernando",AL-HARAMAIN ISLAMIC FOUNDATION,Non-Match,Not Match,0
"RYZHKOV, Nikolai Ivanovich",TIUBODA OIL AND GAS SERVICES,Non-Match,Not Match,0
PETROCHEMICAL COMMERCIAL COMPANY (U.K.) LIMITED,"CARVAJAL BARRIOS, Hugo Armando",Non-Match,Not Match,0
JOINT STOCK COMPANY SHIPBUILDING CORPORATION AK BARS,"MOJICA OBREGON, Oscar Salvador",Non-Match,Not Match,0
"RASSALAI, Viachaslau Yevgenyevich","TSANG, Yung Yuan",Non-Match,Not Match,0
"BRAVERMAN, Anatoly Alexandrovich","BOHADA AVILA, Lubin",Non-Match,Not Match,0
"BRODSKIY, Ilya Borisovich","ARREDONDO ORTIZ, Carlos Arturo",Non-Match,Not Match,0
"MEADOWS, John Edward","AOUADI, Mohamed Ben Belgacem",Non-Match,Not Match,0
"SHAFA'I, Mohsen",HAVIN BANK LIMITED,Non-Match,Not Match,0
"ZAKHARCHENKO, Vitaliy Yuriyovych",INVERSIONES MINERAS H.D. EMPRESA UNIPERSONAL,Non-Match,Not Match,0
EGHTESAD NOVIN BANK,"BA'ASYIR, Abu Bakar",Non-Match,Not Match,0
IHAG TRADING GMBH,QASIOUN MALL,Non-Match,Not Match,0
"SAVCHENKO, Evgeny Stepanovich","JAMAL-AL-DIN, Hasan",Non-Match,Not Match,0
VASEPARI SEPEHR PARS,"VOROBYEV, Stanislav Anatolyevich",Non-Match,Not Match,0
"MARIMBA ENTERTAINMENT, S.R.L. DE C.V.",ANSAR AL-DINE,Non-Match,Not Match,0
OPEN JOINT STOCK COMPANY BPS-SBERBANK,"MURATOV, Aleksey",Non-Match,Not Match,0
"AL-MUTAYRI, Abd al-Muhsin Zabin Mutib Naif","SUMA, Emrush",Non-Match,Not Match,0
SANAM INDUSTRIAL GROUP,APOLLON OOO,Non-Match,Not Match,0
"SERDYUKOVA, Natalya Anatolevna","GUBAREVA, Ekaterina",Non-Match,Not Match,0
"DIAS PANIAGUA, Rigoberto","REYNA FELIX, Ismael",Non-Match,Not Match,0
"JAROSH, Petr Grigorievich",ISIS-SINAI PROVINCE,Non-Match,Not Match,0
"'ABD AL-SALAM, 'Abd al-Malik Muhammad Yusuf 'Uthman",PERSIAN GULF APADANA PETROCHEMICAL COMPANY,Non-Match,Not Match,0
"GASMI, Salah","ARREDONDO ORTIZ, Carlos Arturo",Non-Match,Not Match,0
FEDERAL SUE SHIPYARD 'MORYE',"SISTEMAS ELITE DE SEGURIDAD PRIVADA, S.A. DE C.V.",Non-Match,Not Match,0
"ANTONOV, Yevgeni Yuvenalievich","JOKIC, Dragan",Non-Match,Not Match,0
PARS TILE COMPANY,MAIN STREET 1095 PROPRIETARY LIMITED,Non-Match,Not Match,0
"BITAR, Ahd","NOORZAI, Haji Kotwal",Non-Match,Not Match,0
"MANSUR, Muhammad Yusuf Ahmad",HIZBALLAH,Non-Match,Not Match,0
"RAZAVI, Morteza",IRAN PETROCHEMICAL COMMERCIAL COMPANY,Non-Match,Not Match,0
DELTA PARTS SUPPLY FZC,"VEGA SANCHEZ, Jose Raul",Non-Match,Not Match,0
"FLORES TINAJERO, Saul","MUTAWIJ, Nawar",Non-Match,Not Match,0
"BJELICA, Milovan",BEHSAZAN PARS EQUIPMENT DEVELOPMENT,Non-Match,Not Match,0
"MURANOV, Aleksander Yurievich",ARVIN,Non-Match,Not Match,0
234TH GUARDS AIRBORNE ASSAULT REGIMENT,"THULSIE, Brandon-Lee",Non-Match,Not Match,0
"HIJAZI, Umar","AL-ZAFIR, Ali",Non-Match,Not Match,0
STARK I,"POPOV, Anatoliy Leonidovich",Non-Match,Not Match,0
WORKERS' PARTY OF KOREA CENTRAL MILITARY COMMISSION,"MATVIYENKO, Valentina Ivanovna",Non-Match,Not Match,0
"BHARDWAJ, Anuj",SYRIAN MILITARY INTELLIGENCE BRANCH 227 - AL MINTAQA BRANCH,Non-Match,Not Match,0
"TOPCHI, Tamara Aleksandrovna",GRAWIT LIMITED,Non-Match,Not Match,0
DIGITAL MEDIA LAB,"LEVERAGE, S.A.",Non-Match,Not Match,0
"INFOROS, OOO",EUROBET OOD,Non-Match,Not Match,0
"KOTKIN, Sergey Nikolayevich",MTTO INDUSTRY AND TRADE LIMITED,Non-Match,Not Match,0
"PLAZA MILENIO, S.A.","RI, Je-Son",Non-Match,Not Match,0
"CENTRO COMERCIAL Y HABITACIONAL LOMAS, S.A. DE C.V.","DEHGHAN, Hossein",Non-Match,Not Match,0
"GRUPO DIJEMA, S.A. DE C.V.",LLC SPECIAL ORGANIZATION FOR PROJECT FINANCE FACTORY OF PROJECT FINANCE,Non-Match,Not Match,0
YK-AYC,MOSCOW INSTITUTE OF ELECTROMECHANICS AND AUTOMATICS JSC,Non-Match,Not Match,0
"GONZALEZ MEDINA, Jaime Andres","ROTONDARO COVA, Carlos Alberto",Non-Match,Not Match,0
PAEKMA SHIPPING CO,"BIN ALI, Khodr Taher",Non-Match,Not Match,0
"ALWAN, Allaidin Hussain",TRANS GAZELLE,Non-Match,Not Match,0
INVENTION BRIDGE SL,"SAJDEH, Majid",Non-Match,Not Match,0
NILETEL,"ZABIN, Sultan",Non-Match,Not Match,0
"AL-SAYYED, Mohammad Abdul-Sattar",MEED INTERNATIONAL LIMITED,Non-Match,Not Match,0
"NAJAFPUR, Sa'id","SHEVCHUK, Stanislav",Non-Match,Not Match,0
"RIDA, Batoul",TONGHUNG SHIPPING & TRADING CO,Non-Match,Not Match,0
JEHOVA LTDA.,BEST2PAY LIMITED,Non-Match,Not Match,0
SEPEHR IRANIAN INSURANCE SERVICES,SKY ONE CONSTRUCTION COMPANY LIMITED,Non-Match,Not Match,0
SHABDIS,"AL-TIKRITI, Khawla Barzan Ibrahim Hasan",Non-Match,Not Match,0
"SANCHEZ NOLASCO, Boarnerges",WEST SUN TRADE GMBH,Non-Match,Not Match,0
KUM SONG 7,"CHOE, Pu Il",Non-Match,Not Match,0
"VIVAS LANDINO, Miguel Alcides",SHAHID KAZEMI GROUP,Non-Match,Not Match,0
TIMEET TRADING LLC,LIMITED LIABILITY COMPANY INSPIRA INVEST A,Non-Match,Not Match,0
"SELEZNYOV, Valery Sergeyevich",SINA FINANCIAL AND INVESTMENT HOLDING COMPANY,Non-Match,Not Match,0
ORIENTE TOURS S.R.L.,"AL-MAMUN, Chowdhury Abdullah",Non-Match,Not Match,0
ESTACION DE SERVICIO SERVIAGRICOLA DEL ARIARI,KAFAK ENTERPRISES LIMITED,Non-Match,Not Match,0
VEB LEASING OJSC,"RODRIGUEZ SERRANO, Lucio",Non-Match,Not Match,0
"SANTOS, Ahmad (Ahmed)","MUGABE, Leo",Non-Match,Not Match,0
SEA CLIFF,"TUBAIGY, Salah Muhammed A.",Non-Match,Not Match,0
FLEXOSEAL WATERPROOFING SOLUTIONS PTY LTD,AFRI BELG COMMERCIO E INDUSTRIA LDA,Non-Match,Not Match,0
PARADISE MEDICAL PIONEERS COMPANY,"TUROV, Artyom Viktorovich",Non-Match,Not Match,0
"KIM, Man Chun","TABATABAEI, Sayyid Ali Akbar",Non-Match,Not Match,0
"AHMED, Abubaker Shariff","OSTANINA, Nina Aleksandrovna",Non-Match,Not Match,0
"TORRES SOSA, Benjamin","CHAUDHRY, Aamir Ali",Non-Match,Not Match,0
"KIM, Tong-ho","ALTUKHOV, Sergey Viktorovich",Non-Match,Not Match,0
SMT-K,"AZIZAH, Sa'id Yusif Ali Abu",Non-Match,Not Match,0
H Y J COMERCIALIZADORA INTERNACIONAL LTDA,"GUERRERO MIJARES, Hannover Esteban",Non-Match,Not Match,0
SPECTRUM INVESTMENT GROUP HOLDING SAL,CLIO MANAGEMENT CORP.,Non-Match,Not Match,0
AAJ,"KARMAZINA, Raisa Vasilievna",Non-Match,Not Match,0
"RI, Jong Won","MENDOZA CONTRERAS, Cipriano",Non-Match,Not Match,0
"MUSTAFA, Ayham Hajj","KIM, Kyong Hak",Non-Match,Not Match,0
CAPACITACION AERONAUTICA PROFESIONAL S.C.,"RI, Tok Jin",Non-Match,Not Match,0
"LEBEDEV, Oleg Aleksandrovich",PARS SAZEH ENGINEERING AND CONSTRUCTION,Non-Match,Not Match,0
"SALLUM, Muhammad","SHUKRI KURDI, Fuad",Non-Match,Not Match,0
"ADAN, Abukar Ali",KISH ROOYA-E ZENDEGI,Non-Match,Not Match,0
"SHAH, Mukhtar Hamid","MULTISERVICIOS AGSA, S.A. DE C.V.",Non-Match,Not Match,0
"MASJEDI, Iraj","KHAN, Sayed Habib Ahmad",Non-Match,Not Match,0
PAIN VICTOIRE,TC SHIPPING COMPANY LIMITED,Non-Match,Not Match,0
"BUTSKAYA, Tatiana Viktorovna",NEGEEN,Non-Match,Not Match,0
"CALDERON CHIRINOS, Carlos Alberto","PULIDO VALDIVIA, Javier",Non-Match,Not Match,0
"SHINODA, Kenichi","AL-TIKRITI, Rukan Razuki abd-al-Ghafur Sulaiman",Non-Match,Not Match,0
"VEREMEENKO, Sergey Alekseyevich",NATIONAL LOTTERY AD,Non-Match,Not Match,0
"AGUIRRE SANCHEZ, Claudia",SPARTA,Non-Match,Not Match,0
ELECTRONICS INSTITUTE,"KARIMIAN, Mohammad Sadegh",Non-Match,Not Match,0
"PTITSYN, Roman Viktorovich",KALA PENSION TRUST LIMITED,Non-Match,Not Match,0
"SUBBOTIN, Alexey Anatolyevich","TAYSAEV, Kazbek Kutsukovich",Non-Match,Not Match,0
"BARAKZAI, Haji Abdul Sattar",JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH MICROELECTRONIC EQUIPMENT PROGRESS,Non-Match,Not Match,0
"AL-MARFADI, Khalid",SETELEM BANK LIMITED LIABILITY COMPANY,Non-Match,Not Match,0
DAMAVAND MINING,"VEDYAKHIN, Alexander Aleksandrovich",Non-Match,Not Match,0
"ANANSKIKH, Igor Aleksandrovich",CUBANATUR,Non-Match,Not Match,0
"IBARRA CARDONA, Carlos Jesus Ivan",PETRO GREEN,Non-Match,Not Match,0
TORNADO CASH,EP-MNN,Non-Match,Not Match,0
"DURGUTI, Safet","YUSUF, Bashir Ali",Non-Match,Not Match,0
"SUGAIPOV, Umar",PRODUCTIVE PROJECTS ADMINISTRATION,Non-Match,Not Match,0
AL-NUSRAH FRONT,"KHAN, Hafiz Saeed",Non-Match,Not Match,0
ZARIN RAFSANJAN CEMENT COMPANY,"ALVI, Mohammad Masood Azhar",Non-Match,Not Match,0
IRAN'S COUNTER-TERROR SPECIAL FORCES,AMAN DAMASCUS JOINT STOCK COMPANY,Non-Match,Not Match,0
DESIGN BUREAU OF SPECIAL MACHINE-BUILDING,"BRKIC, Nikola",Non-Match,Not Match,0
SBERBANK EUROPE AG,JOINT STOCK COMPANY SBERBANK AUTOMATED TRADE SYSTEM,Non-Match,Not Match,0
"HASHEMI, Seyed Mohammad",SANA,Non-Match,Not Match,0
"EL-AICH, Dhou",PLAZA LOS TULES,Non-Match,Not Match,0
"KOVACEVIC, Vladimir",BELKAZTRANS,Non-Match,Not Match,0
"PAREDES CORDOVA, Jorge Mario",JOINT STOCK COMPANY PRODUCTION ASSOCIATION STRELA,Non-Match,Not Match,0
INDIO VITORIO S. DE P.R. DE R.L. DE C.V.,"AZEMSHA, Siarhei Yakaulevich",Non-Match,Not Match,0
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FOREKS,"MUHAMMADI, Umid",Non-Match,Not Match,0
VALENTIN EMIROV,"ORDENOV, Gennady Ivanovich",Non-Match,Not Match,0
ANDARIEL,TREND GYO,Non-Match,Not Match,0
ASHIQ JEWELLERS CC,BAMBOO CREEK FARM,Non-Match,Not Match,0
"PANKOV, Nikolay Vasilyevich",EP-ITM,Non-Match,Not Match,0
"FITWI, Abd al-Razzak",NEGAR,Non-Match,Not Match,0
"SOLTECH INDUSTRY CO., LTD.","MOSTAFANEJAD, Vali",Non-Match,Not Match,0
"HAQQANI, Abdul Aziz",CENTRAL COMMISSION OF THE REPUBLIC OF BELARUS ON ELECTIONS AND HOLDING REPUBLICAN REFERENDA,Non-Match,Not Match,0
KALTONA LIMITED SASU,"SCHIAVONE, Nicola",Non-Match,Not Match,0
"HERNANDEZ LECHUGA, Lucio","O, Chong Ok",Non-Match,Not Match,0
"WALI, Noor","GUERRERO CASTILLO, Pedro Oliveiro",Non-Match,Not Match,0
DEFENSE INDUSTRIES ORGANIZATION,ZULEKHA GENERAL TRADING LLC,Non-Match,Not Match,0
NEW FAR INTERNATIONAL LOGISTICS LIMITED,"HIJAZI, Khalil Ahmad",Non-Match,Not Match,0
KALAI INDUSTRIES,"CHEN, Zhu",Non-Match,Not Match,0
"JABER, Ayman",AREZOO,Non-Match,Not Match,0
"NAGIBIN, Anton Aleksandrovich","BA'ASYIR, Abdul Rosyid Ridho",Non-Match,Not Match,0
"THET, Naing Win",IMPORTACIONES Y EXPORTACIONES NOBARO S.A. DE C.V.,Non-Match,Not Match,0
"MEZA CAZARES, Arturo",YK-AQF,Non-Match,Not Match,0
JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE OF ELECTRICAL CARBON PRODUCTS,"AVELLAN MEDAL, Ramon Antonio",Non-Match,Not Match,0
"KINGLY WON INTERNATIONAL CO., LTD.","TEHRANI, Sayyed Mohammad Ali Haddadnezhad",Non-Match,Not Match,0
"AL-SHEIBANI, Abu Mustafa",JINSONG JOINT BANK,Non-Match,Not Match,0
MAZAKA GENERAL TRADING L.L.C.,PUBLIC JOINT STOCK COMPANY KRASNOYE SORMOVO SHIPYARD,Non-Match,Not Match,0
"AREFYEV, Nikolay Vasilyevich","ZAGARIA, Nicola",Non-Match,Not Match,0
EXECUTION OF IMAM KHOMEINI'S ORDER,"IMAD AL-DIN AL-MADANI, Tariq",Non-Match,Not Match,0
"MAKLED GARCIA, Walid",BEIRUT TRADE SAL,Non-Match,Not Match,0
"MADURO GUERRA, Nicolas Ernesto","ANTONOV, Boris Alekseyevich",Non-Match,Not Match,0
KOREA YUJONG SHIPPING CO LTD,"ZUEVA, Mariya Evgenevna",Non-Match,Not Match,0
"OGUNGBUYI, Oluwole A.",RAPART SERVISEZ,Non-Match,Not Match,0
MEGA EMPACADORA DE FRUTAS S.A. DE C.V.,"SIRHAN, Hala",Non-Match,Not Match,0
DENA AIRWAYS,"RENTERIA MANTILLA, Carlos Alberto",Non-Match,Not Match,0
"KIM, Kyong Nam","INVESTACAST PRECISION CASTINGS, LTD.",Non-Match,Not Match,0
"SARAC, Ivan","DURAN NUNEZ, Juan Carlos",Non-Match,Not Match,0
"PIRI, Morteza","BILAL, Muhammad Nafi",Non-Match,Not Match,0
PUBLIC JOINT STOCK COMPANY KB VOSTOCHNY,"SUN, Wenqing",Non-Match,Not Match,0
"SUBAREV, Viktor Vladislavvich",C.I. CAFFEE VALORES S.A.,Non-Match,Not Match,0
"NA'SANI, Jawdat",AGENT DE ASIGURARE LIDER ASIG SOCIETATE CU RASPUNDERE LIMITATA,Non-Match,Not Match,0
"ANTROPENKO, Igor Aleksandrovich","ISAMUDDIN, Nurjaman Riduan",Non-Match,Not Match,0
"ALVAREZ CASAS, Lazaro Alberto","SAKAN, Suleyman",Non-Match,Not Match,0
EP-LDA,"MALAKHOVA, Svetlana Anatolievna",Non-Match,Not Match,0
MIKAM HOLDINGS LIMITED,TECNOLOGIA OPTIMA CORPORATIVA S. DE R.L. DE C.V.,Non-Match,Not Match,0
"TSANG, Erick",NUCLEAR INDUSTRY EXPLORATION AND RAW MATERIALS PRODUCTION COMPANY,Non-Match,Not Match,0
AVANTI GLOBAL GROUP S.A.S.,"AGUILAR AMAO, Miguel",Non-Match,Not Match,0
AO 'INSTITUTE GIPROSTROYMOST-SAINT-PETERSBURG',RASTAFANN ERTEBAT ENGINEERING COMPANY,Non-Match,Not Match,0
"PULIDO VARGAS, Alvaro Enrique",OOO BITRIVER RUS,Non-Match,Not Match,0
PAO MOSOBLBANK,"ZHENG, Fujing",Non-Match,Not Match,0
"'ULAYSHAH, Rana",FANAVARAN PETROCHEMICAL COMPANY,Non-Match,Not Match,0
"ROCHIN HURTADO, Meliton",JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH MICROELECTRONIC EQUIPMENT PROGRESS,Non-Match,Not Match,0
"MAJID, Vahid Mohammad Naser","FATEH, Abdessamad",Non-Match,Not Match,0
AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKII INSTITUT PROMYSHLENNOGO TELEVIDENIYA RASTR,"GHASEMI, Seyyed Reza",Non-Match,Not Match,0
"SAHIRON, Radulan","HAIDAR, Ali",Non-Match,Not Match,0
"SHEKUFEI INTERNATIONAL TRADING CO., LIMITED","KASADHA, Amisi",Non-Match,Not Match,0
"W KIDAN, Hagos Ghebrehiwet","GASTELUM SERRANO, Jaime",Non-Match,Not Match,0
PETRO ENERGY INTERTRADE COMPANY,"ABETE, Mariano",Non-Match,Not Match,0
WEE TIONG (S) PTE LTD,"SEMISOTOV, Nikolai Petrovich",Non-Match,Not Match,0
"HANNA, Bassam",AGROROZKVIT LLC,Non-Match,Not Match,0
THE FEDERATION COUNCIL OF THE FEDERAL ASSEMBLY OF THE RUSSIAN FEDERATION,SHAHID SHOKRI SCIENCE AND TECHNOLOGY RESEARCH CENTER,Non-Match,Not Match,0
"MAHROUS, Iyad Mohammad Esam","KHANMIRI, Amin Hosseinzadeh",Non-Match,Not Match,0
REDIN EXCHANGE,"LICON MUNOZ, Jorge Arturo",Non-Match,Not Match,0
AL WASEL AND BABEL GENERAL TRADING LLC,"SHAKURI, Gholam",Non-Match,Not Match,0
CHERNOMORNEFTEGAZ,SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION,Non-Match,Not Match,0
NIZHNIY NOVGOROD SOKOL AIRCRAFT MANUFACTURING PLANT,OOO 'STG-EKO',Non-Match,Not Match,0
YOUCHEM GENERAL TRADING FZE,"ANHUI LAND GROUP CO., LIMITED",Non-Match,Not Match,0
JEMMAH ANSHORUT TAUHID,"SERHAN, Fadi Hussein",Non-Match,Not Match,0
"POURNAGHSHBAND, Hossein","AL-'ALI, Zakariya",Non-Match,Not Match,0
"AMEEN, Mohamad","KHABIYYAH, Muna",Non-Match,Not Match,0
"LEMBERGS, Aivars",AL MASHREQ INVESTMENT FUND,Non-Match,Not Match,0
MFAA HOLDINGS LIMITED,"ZADEH, Salar Mahmoud",Non-Match,Not Match,0
"KAZAKOV, Viktor Alekseyevich",PAO ZVEZDA,Non-Match,Not Match,0
"KUAJIEN, Michael",PASARGAD BANK,Non-Match,Not Match,0
ANSAR AL-DINE,OURA,Non-Match,Not Match,0
"PENA MENDOZA, Sergio","AVTUKHOV, Mikhail Olegovich",Non-Match,Not Match,0
MIAMI PRIDE,"SHURAYQI, 'Abd-al-Salam",Non-Match,Not Match,0
"MYINT, Li","VALLE VALLE, Miguel Arnulfo",Non-Match,Not Match,0
"NOORULLAH, Haji",TRANSPORTES MICHAEL LTDA.,Non-Match,Not Match,0
"RANGEL BUENDIA, Alfredo",OOO KOMPANIYA ZOLOTOI VEK,Non-Match,Not Match,0
LIMITED LIABILITY COMPANY SBERBANK SERVICE,YK-AND,Non-Match,Not Match,0
"MIRZAEI, Reza","DEDOV, Mikhail Aleksandrovich",Non-Match,Not Match,0
"AMIDI, Reza",PETROPARS INTERNATIONAL FZE,Non-Match,Not Match,0
EP-CFQ,"BARRIOS HERNANDEZ, Mercedes",Non-Match,Not Match,0
"AUDIO ALARMAS, S.A. DE C.V.","LOPEZ PERDIGON, Roberto Manuel",Non-Match,Not Match,0
CONSTRUCTORA E INMOBILIARIA URVALLE CIA. LTDA.,"SHEN, Luqian",Non-Match,Not Match,0
ARC RESOURCES CORPORATION LTD,"ABDAOUI, Youssef",Non-Match,Not Match,0
MICRO EMPRESA ASHQUI,"LAHBOUS, Mohamed",Non-Match,Not Match,0
"GRININ, Yevgeniy Aleksandrovich",PARKSTROY-SOFIA OOD,Non-Match,Not Match,0
"JAFARI, Milad","CHANG, Chi Fu",Non-Match,Not Match,0
ITSEC TEAM,"AL-SHAMI, Ahmad",Non-Match,Not Match,0
ZARECHE-OKA OOO,ONE VISION INVESTMENTS 5 (PTY) LTD.,Non-Match,Not Match,0
"ISAMUDDIN, Nurjaman Riduan","KHUBEZOV, Dmitry Anatolievich",Non-Match,Not Match,0
KALAN KISH SHIPPING CO,SABA STEEL,Non-Match,Not Match,0
"VARON CADENA, Maribel",INVERSIONES AGUILA LTDA.,Non-Match,Not Match,0
OOO NORD MARIN INZHINIRING,ARJAN ELECTRICITY AND ENERGY GENERATION MANAGEMENT,Non-Match,Not Match,0
SHARQ COALMINES,"HERNANDEZ ARBOLEDA, Sandra Milena",Non-Match,Not Match,0
EP-IDF,EP-MOE,Non-Match,Not Match,0
IRAN PETROCHEMICAL COMMERCIAL COMPANY,DARYABAR,Non-Match,Not Match,0
"HACIENDA CIEN ANOS DE TIJUANA, S. DE R.L. DE C.V.","SANCHEZ SILVA, Elkin Alexis",Non-Match,Not Match,0
"KALINOWSKI, Siarhei Aliaksiejevich","ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",Non-Match,Not Match,0
TSARGRAD-KULTURA OOO,FEDERAL STATE AUTONOMOUS INSTITUTION MILITARY INNOVATIVE TECHNOPOLIS ERA,Non-Match,Not Match,0
NEVSKIY NEWS LLC,"MONZAVI, Azim",Non-Match,Not Match,0
PRO-GAIN GROUP CORPORATION,YOUNG YONG,Non-Match,Not Match,0
"DALAH, Ghaith",IRKUT CORPORATION JOINT STOCK COMPANY,Non-Match,Not Match,0
MARIA III,"AL-QATIRJI, Muhammad",Non-Match,Not Match,0
ISLAMIC REGIONAL COOPERATION BANK,PROMESAS DEL FUTBOL COLOMBIANO S.A.,Non-Match,Not Match,0
JOINT STOCK COMPANY REDUCTOR - PM,"ZHENG, Guanghua",Non-Match,Not Match,0
TAWASUL COMPANY,GLOBAL CLEANERS S.A.R.L.,Non-Match,Not Match,0
"CORPORACION CIMEX, S.A.","EVTUSHENKO, Oleg Nikolaevich",Non-Match,Not Match,0
KORYO COMMERCIAL BANK LTD.,"ROTONDARO COVA, Carlos Alberto",Non-Match,Not Match,0
AKTSIONERNOE OBSHCHESTVO TORGOVO-FINANSOVAYA KOMPANIYA KAMAZ,SEPEHR MASHAHD CEMENT TRANSPORTATION,Non-Match,Not Match,0
SINO ZIM DEVELOPMENT (PVT) LTD,OOO BITRIVER-NORTH,Non-Match,Not Match,0
"KRATOV, Dmitry Borisovich","AGRICULTURAL, MEDICAL, AND INDUSTRIAL RESEARCH CENTER",Non-Match,Not Match,0
"IZTUETA BARANDICA, Enrique","AL-MASHHADANI, Saif-al-Din",Non-Match,Not Match,0
"AL-HAJJ, Yahya",JAMARO CONSTRUCTORES S.A. DE C.V.,Non-Match,Not Match,0
"VASYUTA, Andrey Gennadievich","DUZGOREN, Serkan",Non-Match,Not Match,0
"AL-KHAIWANI, Abdul Hakim",HAPJANGGANG SHIPPING CORP,Non-Match,Not Match,0
"AL-TIKRITI, Tahir Jalil Habbush",SEGUNDA MARQUETALIA,Non-Match,Not Match,0
"MUJYAMBERE, Leopold","KAYIHURA, Kale",Non-Match,Not Match,0
"IBARRA CARDONA, Luis Gerardo",YAZD INDUSTRIAL CONSTRUCTIONAL STEEL ROLLING MILL,Non-Match,Not Match,0
"MEMON, Ibrahim Abdul Razaaq","BUISIR, Ibrahim",Non-Match,Not Match,0
INDUSTRIAS AGROPECUARIAS DEL VALLE LTDA.,"KARIMIAN, Mohammad Sadegh",Non-Match,Not Match,0
"BALUKU, Seka Musa",ARTMAN,Non-Match,Not Match,0
"FAYAD, Sobhi Mahmoud","DZINIKASHVILI, Dmitriy Vladimirovich",Non-Match,Not Match,0
"CAMACHO CAZARES, Jeniffer Beaney","PUREBRAHIM, Ali Akbar",Non-Match,Not Match,0
"GHAFFARIANANBERAN, Seyedmohammad","DANCHIKOVA, Galina Innokentyevna",Non-Match,Not Match,0
"CORONEL VILLAREAL, Ignacio",WONDERLAND AMUSEMENT PARK AND RESORT LTD,Non-Match,Not Match,0
"ABU MARZOOK, Mousa Mohammed",MUJAHIDIN INDONESIA TIMUR,Non-Match,Not Match,0
SAM JONG 2,"ARABNEJAD, Hamid",Non-Match,Not Match,0
"KU, Ja Hyong",SOVCOMBANK TECHNOLOGIES LIMITED LIABILITY COMPANY,Non-Match,Not Match,0
ETIM EMIN,"LA HACIENDA (USA), LLC",Non-Match,Not Match,0
JINSONG JOINT BANK,JAMA'AT NUSRAT AL-ISLAM WAL-MUSLIMIN,Non-Match,Not Match,0
"LEVCHENKO, Sergey Georgiyevich","GHOLAMI, Ali",Non-Match,Not Match,0
KRISTIANO GR 53 JSC AD,"MUNOZ HOYOS, German",Non-Match,Not Match,0
BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,ATLAS EXCHANGE,Non-Match,Not Match,0
FANI OIL TRADING FZE,"FRANCO RUIZ, Ruben Alberto",Non-Match,Not Match,0
"AL-TIKRITI, Barzan abd al-Ghafur Sulaiman Majid",JOINT STOCK COMPANY NORTHERN PRODUCTION ASSOCIATION ARKTIKA,Non-Match,Not Match,0
"TIKHONOVA, Katerina Vladimirovna","AL-RAWI, Muhammad Abd-al-Qadir Mutni Assaf",Non-Match,Not Match,0
KAFOLATBANK,"KIM, Tong-Myo'ng",Non-Match,Not Match,0
